Category,City,Country,Customer ID,Customer Name,Discount,Market,记录数,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum
Office Supplies,Inglewood,United States,LF-171854,Luke Foster,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-148264,Critical,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,8.6391,3,West,34727,30,Consumer,2014-12-10 00:00:00.000,First Class,7.63,California,Storage,2014,North America,50
Office Supplies,Inglewood,United States,KM-166604,Khloe Miller,0.0,US,1,2014-12-16 00:00:00.000,CA-2014-154116,High,OFF-AP-10000027,Hoover Commercial SteamVac,16.296,4,West,40996,54,Consumer,2014-12-20 00:00:00.000,Standard Class,6.72,California,Appliances,2014,North America,51
Office Supplies,Sunnyvale,United States,KM-162254,Kalyca Meade,0.0,US,1,2014-12-17 00:00:00.000,CA-2014-137463,Medium,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,40344,30,Corporate,2014-12-21 00:00:00.000,Second Class,3.15,California,Art,2014,North America,51
Office Supplies,Sunnyvale,United States,KM-162254,Kalyca Meade,0.0,US,1,2014-12-17 00:00:00.000,CA-2014-137463,Medium,OFF-LA-10003498,Avery 475,22.2,3,West,40345,44,Corporate,2014-12-21 00:00:00.000,Second Class,3.69,California,Labels,2014,North America,51
Office Supplies,Anaheim,United States,CA-123104,Christine Abelman,0.0,US,1,2014-12-18 00:00:00.000,CA-2014-120936,High,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,West,36197,481,Corporate,2014-12-22 00:00:00.000,Standard Class,70.3,California,Storage,2014,North America,51
Office Supplies,Anaheim,United States,CA-123104,Christine Abelman,0.0,US,1,2014-12-18 00:00:00.000,CA-2014-120936,High,OFF-SU-10002557,Fiskars Spring-Action Scissors,3.6348,1,West,36198,14,Corporate,2014-12-22 00:00:00.000,Standard Class,1.54,California,Supplies,2014,North America,51
Office Supplies,Oakland,United States,YS-218804,Yana Sorensen,0.0,US,1,2014-12-22 00:00:00.000,CA-2014-138380,High,OFF-ST-10003306,Letter Size Cart,290.0058,7,West,32910,1000,Corporate,2014-12-26 00:00:00.000,Standard Class,172.55,California,Storage,2014,North America,52
Office Supplies,Costa Mesa,United States,SE-201104,Sanjit Engle,0.0,US,1,2014-12-22 00:00:00.000,CA-2014-144827,Medium,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",33.5772,2,West,34015,124,Consumer,2014-12-28 00:00:00.000,Standard Class,6.61,California,Storage,2014,North America,52
Office Supplies,Moreno Valley,United States,SA-208304,Sue Ann Reed,0.0,US,1,2011-02-23 00:00:00.000,CA-2011-133354,High,OFF-PA-10001800,Xerox 220,9.3312,3,West,38907,19,Consumer,2011-02-25 00:00:00.000,First Class,5.01,California,Paper,2011,North America,9
Office Supplies,Huntington Beach,United States,DK-132254,Dean Katz,0.0,US,1,2011-03-14 00:00:00.000,CA-2011-157623,High,OFF-PA-10001204,Xerox 1972,4.752,2,West,33187,11,Corporate,2011-03-18 00:00:00.000,Standard Class,1.23,California,Paper,2011,North America,12
Office Supplies,San Jose,United States,GM-146804,Greg Matthias,0.0,US,1,2011-05-10 00:00:00.000,CA-2011-103310,Medium,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.1808,2,West,40493,40,Consumer,2011-05-15 00:00:00.000,Standard Class,2.45,California,Paper,2011,North America,20
Office Supplies,Riverside,United States,JD-158954,Jonathan Doherty,0.0,US,1,2011-07-20 00:00:00.000,CA-2011-127866,High,OFF-PA-10003971,Xerox 1965,5.8604,2,West,39427,12,Corporate,2011-07-23 00:00:00.000,First Class,2.18,California,Paper,2011,North America,30
Office Supplies,Fresno,United States,GM-145004,Gene McClure,0.0,US,1,2011-08-09 00:00:00.000,CA-2011-141901,High,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),2.691,1,West,38366,6,Consumer,2011-08-14 00:00:00.000,Standard Class,1.05,California,Paper,2011,North America,33
Office Supplies,Santa Clara,United States,LR-170354,Lisa Ryan,0.0,US,1,2011-09-07 00:00:00.000,CA-2011-109918,Medium,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",9.6632,2,West,39664,21,Corporate,2011-09-12 00:00:00.000,Second Class,0.79,California,Paper,2011,North America,37
Office Supplies,Brentwood,United States,LW-168254,Laurel Workman,0.0,US,1,2011-11-25 00:00:00.000,CA-2011-164721,High,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",12.3096,4,West,33282,27,Corporate,2011-11-27 00:00:00.000,Second Class,2.96,California,Paper,2011,North America,48
Office Supplies,Fresno,United States,LS-172004,Luke Schmidt,0.0,US,1,2011-11-26 00:00:00.000,CA-2011-141110,Medium,OFF-PA-10002586,Xerox 1970,7.0218,3,West,39896,15,Corporate,2011-12-01 00:00:00.000,Standard Class,1.73,California,Paper,2011,North America,48
Office Supplies,Moreno Valley,United States,EM-138254,Elizabeth Moffitt,0.0,US,1,2012-01-26 00:00:00.000,CA-2012-109603,Medium,OFF-PA-10003790,Xerox 1991,84.0512,8,West,40205,183,Corporate,2012-02-01 00:00:00.000,Standard Class,11.2,California,Paper,2012,North America,4
Office Supplies,Roseville,United States,AI-108554,Arianne Irving,0.0,US,1,2012-03-14 00:00:00.000,CA-2012-167479,Medium,OFF-PA-10002105,Xerox 223,9.3312,3,West,40508,19,Consumer,2012-03-19 00:00:00.000,Standard Class,1.52,California,Paper,2012,North America,11
Office Supplies,San Bernardino,United States,BK-112604,Berenike Kampe,0.0,US,1,2012-03-19 00:00:00.000,CA-2012-113110,High,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",19.6686,6,West,33316,40,Consumer,2012-03-23 00:00:00.000,Standard Class,5.85,California,Paper,2012,North America,12
Office Supplies,San Jose,United States,SP-206504,Stephanie Phelps,0.0,US,1,2012-05-31 00:00:00.000,CA-2012-124919,High,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,26.271,7,West,31450,58,Corporate,2012-06-02 00:00:00.000,First Class,7.79,California,Paper,2012,North America,22
Office Supplies,San Jose,United States,SP-206504,Stephanie Phelps,0.0,US,1,2012-05-31 00:00:00.000,CA-2012-124919,High,OFF-PA-10002254,Xerox 1883,48.5392,4,West,31451,106,Corporate,2012-06-02 00:00:00.000,First Class,17.87,California,Paper,2012,North America,22
Office Supplies,Moreno Valley,United States,NM-185204,Neoma Murray,0.0,US,1,2012-09-08 00:00:00.000,CA-2012-162166,Medium,OFF-PA-10002606,Xerox 1928,11.88,5,West,36353,26,Consumer,2012-09-11 00:00:00.000,First Class,3.14,California,Paper,2012,North America,36
Office Supplies,Anaheim,United States,KD-166154,Ken Dana,0.0,US,1,2012-09-13 00:00:00.000,US-2012-129007,Critical,OFF-PA-10000994,Xerox 1915,100.656,2,West,41207,210,Corporate,2012-09-15 00:00:00.000,First Class,59.71,California,Paper,2012,North America,37
Office Supplies,Long Beach,United States,TG-216404,Trudy Glocke,0.0,US,1,2012-09-18 00:00:00.000,CA-2012-149713,High,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,78.7528,14,West,31872,161,Consumer,2012-09-22 00:00:00.000,Second Class,13.76,California,Paper,2012,North America,38
Office Supplies,Long Beach,United States,TG-216404,Trudy Glocke,0.0,US,1,2012-09-18 00:00:00.000,CA-2012-149713,High,OFF-PA-10001450,Rediform S.O.S. Phone Message Books,9.7608,4,West,31873,20,Consumer,2012-09-22 00:00:00.000,Second Class,2.98,California,Paper,2012,North America,38
Office Supplies,Redlands,United States,SG-200804,Sandra Glassco,0.0,US,1,2012-10-31 00:00:00.000,CA-2012-164882,Critical,OFF-PA-10000157,Xerox 191,9.3906,1,West,33404,20,Consumer,2012-10-31 00:00:00.000,Same Day,4.49,California,Paper,2012,North America,44
Office Supplies,San Bernardino,United States,KH-165104,Keith Herrera,0.0,US,1,2012-11-13 00:00:00.000,CA-2012-104948,Medium,OFF-PA-10004610,Xerox 1900,13.482,7,West,41229,30,Consumer,2012-11-17 00:00:00.000,Standard Class,2.37,California,Paper,2012,North America,46
Office Supplies,Santa Barbara,United States,DB-131204,David Bremer,0.0,US,1,2012-12-06 00:00:00.000,CA-2012-136700,Medium,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,4.3904,2,West,39492,9,Corporate,2012-12-11 00:00:00.000,Second Class,0.72,California,Paper,2012,North America,49
Office Supplies,Thousand Oaks,United States,KM-163754,Katherine Murray,0.0,US,1,2012-12-06 00:00:00.000,CA-2012-148628,Medium,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",15.065,5,West,33675,33,Home Office,2012-12-11 00:00:00.000,Standard Class,1.55,California,Paper,2012,North America,49
Office Supplies,Riverside,United States,KH-166904,Kristen Hastings,0.0,US,1,2012-12-07 00:00:00.000,US-2012-120957,Medium,OFF-PA-10003953,Xerox 218,6.2208,2,West,40961,13,Corporate,2012-12-07 00:00:00.000,Same Day,0.2,California,Paper,2012,North America,49
Office Supplies,Chico,United States,XP-218654,Xylona Preis,0.0,US,1,2012-12-12 00:00:00.000,CA-2012-155586,Medium,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",16.398,4,West,37080,36,Consumer,2012-12-16 00:00:00.000,Second Class,4.67,California,Paper,2012,North America,50
Office Supplies,Riverside,United States,RP-192704,Rachel Payne,0.0,US,1,2012-12-13 00:00:00.000,CA-2012-148250,High,OFF-PA-10000289,Xerox 213,6.2208,2,West,32235,13,Corporate,2012-12-17 00:00:00.000,Standard Class,0.1,California,Paper,2012,North America,50
Office Supplies,Bakersfield,United States,FM-142154,Filia McAdams,0.0,US,1,2013-04-11 00:00:00.000,CA-2013-124814,Medium,OFF-PA-10002787,Xerox 227,6.2208,2,West,35796,13,Corporate,2013-04-17 00:00:00.000,Standard Class,0.97,California,Paper,2013,North America,15
Office Supplies,Santa Ana,United States,SV-207854,Stewart Visinsky,0.0,US,1,2013-05-27 00:00:00.000,CA-2013-148852,Medium,OFF-PA-10001293,Xerox 1946,21.7728,7,West,37902,45,Consumer,2013-06-01 00:00:00.000,Standard Class,1.44,California,Paper,2013,North America,22
Office Supplies,Bakersfield,United States,FM-142904,Frank Merwin,0.0,US,1,2013-06-08 00:00:00.000,CA-2013-103163,Medium,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",2.3177,1,West,34874,5,Home Office,2013-06-12 00:00:00.000,Standard Class,0.28,California,Paper,2013,North America,23
Office Supplies,Pasadena,United States,EA-140354,Erin Ashbrook,0.0,US,1,2013-06-13 00:00:00.000,CA-2013-104633,High,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",83.646,6,West,39520,186,Corporate,2013-06-17 00:00:00.000,Standard Class,25.81,California,Paper,2013,North America,24
Office Supplies,Pasadena,United States,EA-140354,Erin Ashbrook,0.0,US,1,2013-06-13 00:00:00.000,CA-2013-104633,High,OFF-PA-10004782,Xerox 228,6.2208,2,West,39521,13,Corporate,2013-06-17 00:00:00.000,Standard Class,1.32,California,Paper,2013,North America,24
Office Supplies,Pasadena,United States,RC-198254,Roy Collins,0.0,US,1,2013-06-21 00:00:00.000,CA-2013-141397,Critical,OFF-PA-10002986,Xerox 1898,22.4448,7,West,32603,47,Consumer,2013-06-22 00:00:00.000,First Class,14.08,California,Paper,2013,North America,25
Office Supplies,Salinas,United States,DP-131054,Dave Poirier,0.0,US,1,2013-06-21 00:00:00.000,CA-2013-152534,Medium,OFF-PA-10001870,Xerox 202,18.6624,6,West,32148,39,Corporate,2013-06-26 00:00:00.000,Second Class,3.01,California,Paper,2013,North America,25
Office Supplies,Davis,United States,JP-155204,Jeremy Pistek,0.0,US,1,2013-08-17 00:00:00.000,CA-2013-113117,Medium,OFF-PA-10000019,Xerox 1931,15.552,5,West,39185,32,Consumer,2013-08-23 00:00:00.000,Standard Class,1.74,California,Paper,2013,North America,33
Office Supplies,San Jose,United States,RF-197354,Roland Fjeld,0.0,US,1,2013-08-27 00:00:00.000,CA-2013-105585,High,OFF-PA-10003625,Xerox 1979,69.705,5,West,32290,155,Consumer,2013-08-28 00:00:00.000,First Class,7.43,California,Paper,2013,North America,35
Office Supplies,Redondo Beach,United States,JH-159854,Joseph Holt,0.0,US,1,2013-09-06 00:00:00.000,CA-2013-151372,Critical,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,46.1184,2,West,36241,96,Consumer,2013-09-07 00:00:00.000,First Class,8.56,California,Paper,2013,North America,36
Office Supplies,Visalia,United States,LP-170954,Liz Preis,0.0,US,1,2013-09-09 00:00:00.000,CA-2013-103709,Medium,OFF-PA-10004610,Xerox 1900,15.408,8,West,38761,34,Consumer,2013-09-16 00:00:00.000,Standard Class,1.94,California,Paper,2013,North America,37
Office Supplies,Laguna Niguel,United States,BC-111254,Becky Castell,0.0,US,1,2013-09-17 00:00:00.000,US-2013-134369,Low,OFF-PA-10002195,Xerox 1966,6.3504,2,West,38295,13,Home Office,2013-09-23 00:00:00.000,Standard Class,1.7,California,Paper,2013,North America,38
Office Supplies,Stockton,United States,SW-202454,Scot Wooten,0.0,US,1,2013-09-20 00:00:00.000,CA-2013-130267,Medium,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",73.5448,7,West,33414,160,Consumer,2013-09-24 00:00:00.000,Standard Class,11.16,California,Paper,2013,North America,38
Office Supplies,Long Beach,United States,DL-128654,Dan Lawera,0.0,US,1,2013-09-26 00:00:00.000,US-2013-125402,Medium,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",5.123,5,West,41133,11,Consumer,2013-10-02 00:00:00.000,Standard Class,0.77,California,Paper,2013,North America,39
Office Supplies,Redlands,United States,CM-124454,Chuck Magee,0.0,US,1,2013-09-27 00:00:00.000,CA-2013-145898,Medium,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),13.455,5,West,36512,30,Consumer,2013-09-27 00:00:00.000,Same Day,5.84,California,Paper,2013,North America,39
Office Supplies,Lake Forest,United States,DB-129104,Daniel Byrd,0.0,US,1,2013-10-04 00:00:00.000,CA-2013-101672,Medium,OFF-PA-10001878,Xerox 1891,45.9754,2,West,39171,98,Home Office,2013-10-08 00:00:00.000,Standard Class,6.84,California,Paper,2013,North America,40
Office Supplies,Lake Forest,United States,DB-129104,Daniel Byrd,0.0,US,1,2013-10-04 00:00:00.000,CA-2013-101672,Medium,OFF-PA-10004610,Xerox 1900,3.852,2,West,39170,9,Home Office,2013-10-08 00:00:00.000,Standard Class,0.84,California,Paper,2013,North America,40
Office Supplies,Roseville,United States,LC-168854,Lena Creighton,0.0,US,1,2013-10-14 00:00:00.000,CA-2013-145583,Medium,OFF-PA-10001736,Xerox 1880,16.6568,1,West,31431,35,Consumer,2013-10-20 00:00:00.000,Standard Class,1.99,California,Paper,2013,North America,42
Office Supplies,Roseville,United States,LC-168854,Lena Creighton,0.0,US,1,2013-10-14 00:00:00.000,CA-2013-145583,Medium,OFF-PA-10001804,Xerox 195,9.6192,3,West,31430,20,Consumer,2013-10-20 00:00:00.000,Standard Class,1.34,California,Paper,2013,North America,42
Office Supplies,Riverside,United States,NM-185204,Neoma Murray,0.0,US,1,2013-10-22 00:00:00.000,CA-2013-112340,Medium,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",11.2308,3,West,32401,23,Consumer,2013-10-28 00:00:00.000,Standard Class,1.34,California,Paper,2013,North America,43
Office Supplies,Oceanside,United States,PS-190454,Penelope Sewall,0.0,US,1,2013-11-08 00:00:00.000,CA-2013-164896,Medium,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",6.321,2,West,36271,13,Home Office,2013-11-13 00:00:00.000,Standard Class,0.8,California,Paper,2013,North America,45
Office Supplies,Oxnard,United States,LB-167954,Laurel Beltran,0.0,US,1,2013-12-02 00:00:00.000,US-2013-155768,High,OFF-PA-10001357,Xerox 1886,22.992,1,West,40468,48,Home Office,2013-12-02 00:00:00.000,Same Day,3.66,California,Paper,2013,North America,49
Office Supplies,Antioch,United States,GG-146504,Greg Guthrie,0.0,US,1,2013-12-07 00:00:00.000,US-2013-114776,Medium,OFF-PA-10004100,Xerox 216,9.3312,3,West,32429,19,Corporate,2013-12-08 00:00:00.000,First Class,3.64,California,Paper,2013,North America,49
Office Supplies,Long Beach,United States,SJ-201254,Sanjit Jacobs,0.0,US,1,2013-12-11 00:00:00.000,CA-2013-147123,High,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",36.9288,12,West,36821,80,Home Office,2013-12-13 00:00:00.000,First Class,8.9,California,Paper,2013,North America,50
Office Supplies,Anaheim,United States,WB-218504,William Brown,0.0,US,1,2013-12-12 00:00:00.000,CA-2013-165330,Critical,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",13.941,1,West,38349,31,Consumer,2013-12-12 00:00:00.000,Same Day,8.18,California,Paper,2013,North America,50
Office Supplies,Rancho Cucamonga,United States,DL-133154,Delfina Latchford,0.0,US,1,2014-01-04 00:00:00.000,US-2014-114034,Medium,OFF-PA-10004735,Xerox 1905,18.6624,6,West,36554,39,Consumer,2014-01-09 00:00:00.000,Standard Class,2.92,California,Paper,2014,North America,1
Office Supplies,Costa Mesa,United States,DB-130604,Dave Brooks,0.0,US,1,2014-02-27 00:00:00.000,CA-2014-121258,Medium,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",13.32,4,West,41289,30,Consumer,2014-03-04 00:00:00.000,Standard Class,1.19,California,Paper,2014,North America,9
Office Supplies,Manteca,United States,KF-162854,Karen Ferguson,0.0,US,1,2014-03-14 00:00:00.000,CA-2014-166296,Low,OFF-PA-10004359,Multicolor Computer Printout Paper,150.984,3,West,33459,315,Home Office,2014-03-20 00:00:00.000,Standard Class,32.13,California,Paper,2014,North America,11
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,0.0,US,1,2014-03-28 00:00:00.000,CA-2014-124716,High,OFF-PA-10000859,Unpadded Memo Slips,5.97,3,West,39784,12,Home Office,2014-04-01 00:00:00.000,Standard Class,0.41,California,Paper,2014,North America,13
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,0.0,US,1,2014-03-28 00:00:00.000,CA-2014-124716,High,OFF-PA-10001144,Xerox 1913,53.2608,2,West,39783,111,Home Office,2014-04-01 00:00:00.000,Standard Class,13.75,California,Paper,2014,North America,13
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,0.0,US,1,2014-03-28 00:00:00.000,CA-2014-124716,High,OFF-PA-10000740,Xerox 1982,21.0128,2,West,39782,46,Home Office,2014-04-01 00:00:00.000,Standard Class,6.77,California,Paper,2014,North America,13
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,0.0,US,1,2014-03-29 00:00:00.000,US-2014-147886,High,OFF-PA-10003651,Xerox 1968,12.8256,4,West,37039,27,Corporate,2014-04-01 00:00:00.000,First Class,0.67,California,Paper,2014,North America,13
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,0.0,US,1,2014-03-29 00:00:00.000,US-2014-147886,High,OFF-PA-10000232,Xerox 1975,6.3504,2,West,37036,13,Corporate,2014-04-01 00:00:00.000,First Class,1.84,California,Paper,2014,North America,13
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,0.0,US,1,2014-03-29 00:00:00.000,US-2014-147886,High,OFF-PA-10000743,Xerox 1977,9.6192,3,West,37040,20,Corporate,2014-04-01 00:00:00.000,First Class,5.39,California,Paper,2014,North America,13
Office Supplies,Oceanside,United States,CD-119204,Carlos Daly,0.0,US,1,2014-05-27 00:00:00.000,CA-2014-107853,Medium,OFF-PA-10000520,Xerox 201,6.2208,2,West,40734,13,Consumer,2014-06-01 00:00:00.000,Standard Class,0.98,California,Paper,2014,North America,22
Office Supplies,Apple Valley,United States,AJ-107954,Anthony Johnson,0.0,US,1,2014-07-18 00:00:00.000,CA-2014-142342,High,OFF-PA-10004609,Xerox 221,15.552,5,West,36945,32,Corporate,2014-07-20 00:00:00.000,Second Class,5.08,California,Paper,2014,North America,29
Office Supplies,Westminster,United States,JL-155054,Jeremy Lonsdale,0.0,US,1,2014-08-08 00:00:00.000,CA-2014-156776,High,OFF-PA-10001970,Xerox 1881,11.5432,2,West,40480,25,Consumer,2014-08-12 00:00:00.000,Standard Class,2.01,California,Paper,2014,North America,32
Office Supplies,San Jose,United States,MC-175754,Matt Collins,0.0,US,1,2014-08-08 00:00:00.000,CA-2014-115175,Medium,OFF-PA-10001878,Xerox 1891,114.9385,5,West,35754,245,Consumer,2014-08-13 00:00:00.000,Standard Class,18.12,California,Paper,2014,North America,32
Office Supplies,Brentwood,United States,RW-195404,Rick Wilson,0.0,US,1,2014-08-18 00:00:00.000,CA-2014-166093,Medium,OFF-PA-10003893,Xerox 1962,3.852,2,West,39232,9,Corporate,2014-08-25 00:00:00.000,Standard Class,1.11,California,Paper,2014,North America,34
Office Supplies,Inglewood,United States,DR-128804,Dan Reichenbach,0.0,US,1,2014-08-28 00:00:00.000,CA-2014-161956,Medium,OFF-PA-10001289,White Computer Printout Paper by Universal,56.9772,3,West,35049,116,Corporate,2014-08-30 00:00:00.000,Second Class,2.78,California,Paper,2014,North America,35
Office Supplies,Apple Valley,United States,KB-164054,Katrina Bavinger,0.0,US,1,2014-09-05 00:00:00.000,CA-2014-101182,Medium,OFF-PA-10001800,Xerox 220,6.2208,2,West,34376,13,Home Office,2014-09-06 00:00:00.000,First Class,1.72,California,Paper,2014,North America,36
Office Supplies,Long Beach,United States,KF-162854,Karen Ferguson,0.0,US,1,2014-09-12 00:00:00.000,CA-2014-149559,Critical,OFF-PA-10003172,Xerox 1996,6.2208,2,West,34338,13,Home Office,2014-09-13 00:00:00.000,Same Day,0.2,California,Paper,2014,North America,37
Office Supplies,Santa Ana,United States,KH-166304,Ken Heidel,0.0,US,1,2014-09-12 00:00:00.000,CA-2014-166898,High,OFF-PA-10002262,Xerox 192,9.3312,3,West,40378,19,Corporate,2014-09-14 00:00:00.000,Second Class,1.81,California,Paper,2014,North America,37
Office Supplies,Inglewood,United States,BB-109904,Barry Blumstein,0.0,US,1,2014-09-17 00:00:00.000,CA-2014-118136,High,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.0572,2,West,31571,9,Corporate,2014-09-18 00:00:00.000,First Class,0.27,California,Paper,2014,North America,38
Office Supplies,Santa Clara,United States,DB-131204,David Bremer,0.0,US,1,2014-11-13 00:00:00.000,CA-2014-160514,Medium,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),4.752,2,West,31533,11,Corporate,2014-11-17 00:00:00.000,Standard Class,1.06,California,Paper,2014,North America,46
Office Supplies,Laguna Niguel,United States,EB-137504,Edward Becker,0.0,US,1,2014-11-26 00:00:00.000,CA-2014-161459,Medium,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",15.336,6,West,37616,34,Corporate,2014-11-30 00:00:00.000,Second Class,2.62,California,Paper,2014,North America,48
Office Supplies,Inglewood,United States,LF-171854,Luke Foster,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-148264,Critical,OFF-PA-10003651,Xerox 1968,28.8576,9,West,34729,60,Consumer,2014-12-10 00:00:00.000,First Class,17.69,California,Paper,2014,North America,50
Office Supplies,Stockton,United States,AG-103304,Alex Grayson,0.0,US,1,2014-12-11 00:00:00.000,CA-2014-107748,Medium,OFF-PA-10002005,Xerox 225,6.2208,2,West,35650,13,Consumer,2014-12-13 00:00:00.000,Second Class,0.65,California,Paper,2014,North America,50
Office Supplies,Inglewood,United States,KM-166604,Khloe Miller,0.0,US,1,2014-12-16 00:00:00.000,CA-2014-154116,High,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",10.7301,3,West,40995,23,Consumer,2014-12-20 00:00:00.000,Standard Class,1.83,California,Paper,2014,North America,51
Office Supplies,Troy,United States,AH-100304,Aaron Hawkins,0.0,US,1,2011-04-22 00:00:00.000,CA-2011-122070,Critical,OFF-EN-10004773,Staples,121.4416,8,East,38460,248,Corporate,2011-04-24 00:00:00.000,Second Class,55.2,New York,Envelopes,2011,North America,17
Office Supplies,Watertown,United States,BG-116954,Brooke Gillingham,0.0,US,1,2011-05-11 00:00:00.000,CA-2011-127523,Medium,OFF-AP-10004249,Staples,9.6957,3,East,35421,36,Corporate,2011-05-18 00:00:00.000,Standard Class,3.35,New York,Appliances,2011,North America,20
Office Supplies,Long Beach,United States,GT-146354,Grant Thornton,0.0,US,1,2011-06-06 00:00:00.000,CA-2011-159520,Medium,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,4.4564,2,East,33437,17,Corporate,2011-06-11 00:00:00.000,Standard Class,1.39,New York,Supplies,2011,North America,24
Office Supplies,Long Beach,United States,SP-206204,Stefania Perrino,0.0,US,1,2011-09-08 00:00:00.000,CA-2011-123127,High,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,4.195,2,East,35610,17,Corporate,2011-09-12 00:00:00.000,Standard Class,1.55,New York,Appliances,2011,North America,37
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,0.0,US,1,2011-11-11 00:00:00.000,US-2011-143287,Low,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",21.7845,5,East,41253,46,Home Office,2011-11-17 00:00:00.000,Standard Class,3.98,New York,Paper,2011,North America,46
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,0.0,US,1,2011-11-11 00:00:00.000,US-2011-143287,Low,OFF-PA-10004039,Xerox 1882,109.7208,4,East,41254,224,Home Office,2011-11-17 00:00:00.000,Standard Class,29.05,New York,Paper,2011,North America,46
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,0.0,US,1,2011-11-11 00:00:00.000,US-2011-143287,Low,OFF-SU-10001574,Acme Value Line Scissors,2.19,2,East,41255,7,Home Office,2011-11-17 00:00:00.000,Standard Class,0.64,New York,Supplies,2011,North America,46
Office Supplies,Long Beach,United States,AR-108254,Anthony Rawles,0.0,US,1,2012-03-08 00:00:00.000,CA-2012-160213,Medium,OFF-PA-10003848,Xerox 1997,9.3312,3,East,35463,19,Corporate,2012-03-13 00:00:00.000,Standard Class,1.52,New York,Paper,2012,North America,10
Office Supplies,Rochester,United States,EH-141254,Eugene Hildebrand,0.0,US,1,2012-04-10 00:00:00.000,CA-2012-134201,Medium,OFF-AR-10002804,Faber Castell Col-Erase Pencils,6.0147,3,East,37358,15,Home Office,2012-04-16 00:00:00.000,Standard Class,0.57,New York,Art,2012,North America,15
Office Supplies,Rochester,United States,EH-141254,Eugene Hildebrand,0.0,US,1,2012-04-10 00:00:00.000,CA-2012-134201,Medium,OFF-ST-10001476,Steel Personal Filing/Posting Tote,38.3508,4,East,37357,142,Home Office,2012-04-16 00:00:00.000,Standard Class,7.23,New York,Storage,2012,North America,15
